Interpret;Titel
Arthur Baker feat. Rockers Revenge;On A Mission
Angel-Ho feat. K-Rizz;Like A Girl
Clouds Of Kouros;Reason Why
Eyedress;Toxic Masculinity
Sandrobianchi;Always, Almost, Already
Laurel Halo & Hodge;Tru
Clubkelly;Hiway
The Yamasuki Singers;Yama Yama
Mason;Banzai
Amduscias;She-Witch
Token;Flamingo
Sneaks;Hair Slick Back
Silk City feat. Dua Lipa;Electricity
Matt Caine;Moments Like This
Doctor Dru;Ambius
Shackleton;Furnace Of Guts
Pip Blom;The Shed
Baxter Dury, Etienne De Crecy, Delilah Holliday (B.E.D.);Tais Toi
Eyedress;Cocaine Sunday
Sofia Portanet;Wanderratte
Odd Couple;Yada Yada
We Are Wolves;En La Noche
Tomasz Bednarczyk;Botanical Garden
Mikron;Ghost Node
Tomasz Bednarczyk;Sunny Ambient
KMC;System
Om Unit;Shackup
Etch;Groove Control
RP Boo;U Don´t Know
Simplification;Changes
Yuno;So Slow
Toy;The Willo
Maya Jane Coles;Other Side
