Interpret;Titel
Swedish Death Candy                   ;Green
King GIzzard & The Lizard Wizard    ;Boogieman Sam                                 
Dave Edmunds                                    ;I Hear You Knocking                          
Kevin Morby                                       ;OMG Rock n Roll                                
T. Rex                                                    ;Telegram Sam                                      
 Josefin Öhrn + The Liberation           ;Baby Come On                                     
Eat                                                          ;On The Road Again                              
Mr. BLoe                                                ;Groovin´ With Mr. Bloe                       
Only Child feat. Kriminul                     ;I´ve Got A Right                                     
Loyle Carner                                           ;You Don´t Know                                    
Yesking feat. Ayak                                ;Love Revolution (Neon Heights Remix)
DeeWunn & Leo Justi                           ;Back It Up, Drop It                                
Eliphino;NSPG     
Josh Gregg                                             ;Deadline     
Two Door Cinema Club                       ;Talk    
The Moonlandingz                               ;Black Hanz                                             
Flamingods ;Paradise Drive                                        
Levin Goes Lightly                                 ;Rote Lippen                                            
The Comsat Angels                               ;You Move Me                                         
Say Yes Dog                                            ;Lies  
DJ Nate                                                   ;Get Rid Of Em                                        
Command Strange                                ;Stardust   
DJ Trace & Emery feat. Sofi Mari         ;Bliss 
Loyle Carner                                            ;Ice Water                                                 
Kid Fonque feat. TY                                ;Come On Down                                     
Jamie Cullum                                         ;Out Of This World                                 
4Hero                                                      ;Naima                                                      
HÆLOS                                                    ;Kyoto
HÆLOS     ;Buried In The Sand (Prins Thomas & Lindstroem Remix) 
La Fleur                                                 ;Tears
James Burton                                       ;Thats A Rap                                         
Dolenz feat. Guilty Simpson            ;Pull (Darkhouse Family Remix)        
DJ Nate                                                 ;What U Wont 2 Do                              
DJ Nate                                                 ;Go Krazy                                               
Four Tet                                                ;Teenage Birdsong                               
L´Eclair                                                   ;Endless Dave                                        
Rejoicer feat. Iogi                                ;Heavy Smoke                                        
Barrie Lindsay                                       ;Clovers 
The Tallest Man On Earth                  ;There´s A Girl                                        
Damien Jurado                                      ; Anchors                                                 
Bibio;It´s Your Bones     
