Interpret;Titel
Legs Benedict;Lol Creme
Laid Back;I'm The Shy Guy
Submerse feat. Devin Morrison & Pink Süfu;Flashback
Piezo;Tinned
Secretsundaze;Testing
Century feat. Elvira Rios;Noche De Ronda
Madonna;I Don't Search I Find
Linda Perhacs;The Soul Of All Natural Things
Mega Bog;I Hear You Listening
Dope Lemon;Hey You
Nicki Minaj;Megatron
Rocketnumbernine;Matthew & Tobi (Fourtet Remix)
Floating Points;Lesalpx
Kasra & Enei;Easing
Martyn;B.C. 2
Thom Yorke;I Am A Very Rude Person
Jade Jackson;Tonight
The Black Keys;Lo/Hi
R.L. Burnside;Rollin' Tumblin' (AJM3 Remix)
Noel Gallagher's High Flying Birds;Black Star Dancing (The Reflex Revision)
Freddie Gibbs & Madlib;Situations
Freddie Gibbs & Madlib feat. Anderson .Paak;Giannis
Flying Lotus feat. Anderson .Paak;More
Michael Jackson;Human Nature (D'n'B Bootleg)
George Harrison;My Sweet Lord (Club Anthem Mix)
Gena Rose Bruce;Logan's Beach
Denis;Mondo Amore
Fruit Bats;Gold Past Life
Joel Jerome;Cosmic Dancer
Temples;Hot Motion
Mat Playford;Lucid Crossrhodes
Death Hawks;Like Lovers Do
Gerry Read;It'll All Be Over (DJ Koze Mix)
;
