Interpret;Titel
Daddy Long Legs;Mornin´  Noon & Nite
King GIzzard & The Lizard Wizard;The Cruel Millennial
Sinkane;Ya Sudan
Flying Lotus feat. Anderson .Paak;More
L ´Eclair;Castor MacDavid
Arthur Baker feat. Lumina;Higher Power (Joeski Remix)
Maribou feat. Khruangbin;Feel Good (Mount Liberation Unlimited´s Reduced Funk Tripp)
Jamila Woods;Muddy
Von Spar feat. Chris A. Cummings;Not To Forget
Franz Matthews & Local Suicide;Meditation
Wand;Wonder
Wives;Waving Past Nirvana
Mac DeMarco;Choo Choo
Flowdan;One Question
PnB Rock feat. Tee Grizzley;Go To Mars
ScHoolboy Q;CrasH
Coco Bryce;Like Normal Death
Answer Code Request;Pasiris
Craig Leon;Standing Crosswise In The Square
Tibi Dabo;Her Moon
Damian Lazarus & The Ancient Moons;Five Moons (La Fleur Remix)
Crazy P;Is This All It Seems
Ciara;Greatest Love
Jets feat. Tkay Maidza;Real Truth
The Dream Syndicate;Bullet Holes
Suzan Köcher´s Suprafon;Poisonous Ivy
Von Spar;Better Late
Cate Le Bon;The Light
Elder Island;Stranger Exchange
Say Yes Dog;Lies
Chocky;Love Vibrations
Eliezer;White Snow
Saweetie;Hot Boy
Synkro;Realize
