Interpret;Titel
Emscherkurve 77;Lieder Aus Der Kurve
Roll Deep;Avenue
Flowdan feat. Irah;Level
Flowdan;Deadly
Slowthai;Northampton's Child
DJ Khaled feat. Cardi B & 21 Savage;Wish Wish
Lil Nas X feat. Billy Ray Cyrus;Old Town Road
Faye Webster;Kingston
Kishi Bashi;F Delano
PnB Rock;I Need More
Skepta feat. Nafe Smallz;Greaze Mode
Kid Fonque;Undefined
The National;Not In Kansas
Amyl And The Sniffers;GFY
Pinky Pinky;Do Me Dirty (Charlie)
Plastic Mermaids;1996
Peaking Lights;Mirror In The Sky
L´ Eclair;Suite No. 2
Luke Slater;Love (Burial Remix)
Modern House Quintet;Sunrise
Wild Beasts;A Simple Beautiful Truth (Lone Remix)
Wand;Rio Grande
Eastern District;Enough
Bop;Untitled Pattern 48
Idles;Mercedes Marxist
Slowthai feat. Mura Masa;Doorman
Tyler, The Creator;New Magic Wand
Flying Lotus feat. Anderson .Paak;More
Rosie Lowe;Pharoah
Mndsgn;Deviled Eggs
Chance The Rapper feat. Tisakorean;GRoCERIES
Fatoni;Clint Eastwood
J-E-T-S;Fauna Sauna
J-E-T-S feat. Dawn Richard;Potions
Tisakorean;Dip (#Thewoah)
Girls Of The Internet;Humble
Christopher Ledger;Dark Moon
Trus'me;No Harm
