Interpret;Titel
William Tyler;Alpine Star
Black Lips;It Won´t Be Long
Fontaines D.C.;Chequeless Reckless
Drahla;Twelve Divisions Of The Day
Jansky;Esser Electric
La Fraicheur;The Movements
Lxandra;Flikker (Perttu Remix)
Eton Crop;It's My Dog, Maestro
Pip Blom;Shed Up
Girl In Red;Girls
Reykjavikurdaetur feat. Salva;Ekkert Drama
Oasis;Don´t Look Back In Anger
K1D;Magic
Future feat. Travis Scott;First Off
Mavi Phoenix;Trends
Kiddy Smile;House Of God
Ernst Schultz;Kirchenlied
Violetta Zironi;Half Moon Lane
Pitou;Give Me A Glass
Long Tall Jefferson;Yonder Is A Mountain
Any Other;Capricorn No
Khana Bierbood;Plankton Bloom
Yin Yin;Dion Ysiusk
Sea Moya;Vineland
Sofia Portanet;Wanderratte
Kaelan Mikla;Esser Electric
The Cinematic Orchestra feat. Roots Manuva;A Caged Bird/Imitations of Life
Hellwana;Cherrypie
The Ills;Elsker
Amilli;Into You
Ennio Morricone;L´Estasi Dell´Oro
Michael Rother;Sonnenrad
