Interpret;Titel
Toro Y Moi;Ordinary Pleasure
Four Tet;Lahaina Noon
Tears For Fears;Head Over Heels (Sketches From An Island Mediation)
Laid Back;House Of The Rising Sun
Shcaa;An Ungrateful Death
Fontaines D.C.;Hurricane Laughter
Wives;Hit Me Up
Saweetie;Hot Boy
Hamza;Paradise
John Paul;Nuts
Silk Road Assassins;Feeling Blu
Instra:Mental;Shine
Levin Goes Lightly;Rote Lippen
Die Türen;Abgehauen
Holy;The Ryder
Death Hawks;Like Lovers Do
Kindness feat. Jazmine Sullivan;Hard To Believe
Paranoid London;(Vi-Vi) Vicious Games
Josh Gregg;Deadline
Christian König Und Die Wattenscheider Jungs;SG Wattenscheid 09
Chelsea Wolfe;Dirt Universe
Clipping. feat. La Chat;Run For Your Life
Trettmann;Stolpersteine
Nucleus;Torrid Zone
Mega Bog;For The Old World
Jonnine;I Don´t Seem Myself Tonight
Rheingold;Dreiklangdimendionen
Purple Mountains;All My Happiness Is Gone
Wicca Phase Springs Eternal;Together
Stormzy;Superheroes
Parquet Courts;Stoned And Starving
