Interpret;Titel
DJ Shadow;Rosie
NNAMDI;Should Have Known
Flohio;Hell Bent
Greentea Peng;Mind
Sefi Zisling;Ongoing Morning
Brian Auger;Maiden Voyage
Leonard Cohen;Happens To The Heart
Linda Perhacs;The Soul Of All natural Things
Apparat;Caronte (Radio Slave Core Instrumental)
Ae:ther;Elf
Aziza Brahim;Mujayam
Atlantis;Drifting Wings
Haiyti;American Dream
Alli Neumann;Maybe Baby
Greentea Peng;Mr. Sun (Miss Da Sun)
Finley Quaye;Sunday Shining
Wire;Cactused
Joeski;Dub Eyes
Merle;Fannie Likes 2 Dance
Ae:Ther;We´ll be Together
Stormzy feat. Ed Sheeran &BUrna Boy;Own It
Pink Shabab;Let Me Take Your Hand
Emily Jane White;Surrender
Coldplay;Old Friends
Philip Catherine;Charlotte
Shed;Die Oder
Dave Angel;Rudiments
D´Julz;Synchronicity
Monie Love feat. True Image;It´s A Shame (My Sister)
IAM feat. Femi Kuti;Remember
Flohio;Watch Out
Goldroger;Potion
Jaakko Eino Kalevi;Dissolution
Jack Penate;Murder
