Interpret;Titel
Document One feat. Inja;Get To Know
Chase & Status;Original Business
East Of Oceans;Broken Seas
EVA 00;I Don't Care, I Don't Care, I Don't Care  
MC Buzzz feat. Di-Meh                       ;Maluco
DJ Snake feat. Offset, 21 Savage & Gucci Mane   ;Enzo
Renni Rucci                                                ;Switch
Leisure;Falling
Alli Neumann                                                ;Maybe Baby                                                 
Beabadoobee;Apple Cider                                                    
Smudge;Impractical Joke                                            
Ilgen-Nur                                                          ;Easy Way Out                                                  
 Lemonheads                                                      ;Mrs. Robinson                                                   
Alex Arnold                                                       ;Riffin
Everson;Grass Is Green                                                   
Shcaa;An Ungrateful Death                                     
Weather Report                                              ;Boogie Woogie Waltz                                     
Nérija;EU (Emotionally Unavailable)                     
Joe Armon-Jones feat. Georgia Anne Muldrow    ;Yellow Dandelion                                             
Common feat. Daniel Caesar                      ;HER Love                                                        
YBN Cordae                                                    ;Wintertime
Clairo  ;Softly
Iguana Death Cult                                           ;Bright Lights                                                   
Tijuana Panthers                                           ;First Date                                                        
Golden Dawn Arkestra                                ;Allo Allo Boom                                              
Tempesst ;Is This All That There Is?                            
Ezra Collective feat. Kokoroko                   ;Shakara
Nérija ;Partner Girlfriend Lover                                
Rich Brian                                                        ;Kids
Nucleus ;Torrid Zone                                                    
Shannon Lay                                                   ;Something On Your Mind                            
Carmen Villain                                              ;I Trust You (DJ Python Mix)                        
MNNQNS  ;Desperation Moon                                
The Modern Times                                  ;Stuck At Work  
