Interpret;Titel
Slam;Visual Capture
ALSO (Appleblim& Second Storey);Formation
Colonel Red;Sleepers (Tribal Tree Mix)
Monsoonsiren;Glasstables
Liam Hayes;August Fourteen
Roska;Hyperion
French Fries;Change The Past (Fred P Reshape)
Orson;Rise
Art Of Noise;Something Always Happens (Doc Scott Rmx)
Cain;Indra
Cain;Andale (Slackk Remix)
Serge Gainsbourg;Ballade De Melody Nelson (Howie B Mix)
Charlotte Gainsbourg;Out Of Touch
Curtis Harding;Megumi The Milkyway Above
Bailter Space;Shine
Au.Ra;Pyramid
Terminal Sound System;By The Meadow
Portishead;The Rip
Beacon;Minor Structures
High Contrast feat. Clare Maguire;Who´s Loving You
Shadow Child And Friend feat. Joanna Law;The Moon (DNA Version)
Zinc;With U
Belle And Sebastian;Enter Sylvia Plath
The Decemberists;Carolina Low
Sly One;Come To Mine (HNNY Mix)
Flight Facilities feat. Emma Louise;Two Bodies (HNNY Rmx)
LEYYA;Wolves (Monophobe Remix)
Joy Orbison;Hyph Mngo
Panda Bear;Come To Your Senses
Connan Mockasin;Next Time
