Interpret;Titel
Riley Walker                                   ;Summer Dress
Julia Holter                                     ;Vasquez                                 
Martyn  ;Falling For You                               
Debruit  ;Shock
Django Django                                ;Pause Repeat (Debruit Rmx)        
Petite Noir                                        ;MDR
Chvrches ;Leave A Trace  (Four Tet Remix)  
Tamaryn;Collection
Disintegrate   ;Micro Dot                                         
Shinedoe                                           ;Road 777                                          
Bastien Keb                                      ;Beat Without A Heart                    
Mac Miller                                       ;Rush Hour                                        
King Midas Sound/Fennesz          ;On My Mind                                    
Marcus Mixx                                  ;Du U Love 2 Dance (Slipping Mix) 
DJJ ;Just A Lil                                           
Synkro ;Body Close                                      
Nexus & Tight                                 ;Prism 
Malaky ;Gone Away                                      
Paul SG feat. Grimm                        ;My Heart                                          
Roger Lion                                         ;A Dead Man´s Song                        
Private Agenda                                ;Little Bird                                          
Black Spuma                                      ;Hype Around                                    
Frankie Lee                                       ;High And Dry                                    
Kurt Vile                                             ;Pretty Pimpin                                    
Kurt Vile                                            ;That´s Life, Tho (Almost Hate To Say)   
Vetiver   ;Edgar 
Rozi Plain                                           ;Best Team                                          
Fraser A. Gorman                              ;Blossom & Snow                               
Kurt Vile                                              ;Lost My Head There                        
Darwin Deez                                      ;Right When It Rains                         
New Order                                        ;Stray Dog          
