Interpret;Titel
Aphrohead;Let´s Prance (Art Department & BLUD Rmx)
Sarah;HAN
Midland;Placement (Lone Rmx)                
Akase;Rust
Atoms For Peace;Before Your Very Eyes                
DarkO;Abrasion
K Lone;Broke
Kasket;Hollywood
Danny Scrilla feat. Om Unit;Free Flight
Electrosoul System;Past Time Cruiser
Gacha;Street Talk
Jamie Roy;Test
Bassclef;Free my mind
Laurel Halo;Sunlight On The Faded
Laura Clock feat. Nina B;Slowly
Jenny Hval;That battle is over
Geeneus;Ele
Deadboy;It Did Not Feel Right
Percussions;KHLHI
Future Brown                                 ;MVP
Holly Lerski;Inkblod                                       
Membranes;21st Century Man
Membranes;Money Is Dust
Dawes;I Can´t Think About It Now
Jay Jay Johanson;NDE
Utopian Orchestra;Self
S. Carey;Neverending Fountain
The Aislers Set;Emotional Levy
God Damn;Silver Spooned
Monophonics;Living eyes
Er France;No Room For Make-Up
Manou;Celebrate
Mark Jenkyns feat. MC Chickaboo;On Me (Skream Rmx)
Kim Ann Foxman;Creature (a/jus/ted Dub)
