Interpret;Titel
Liz-E;On My Mind
Spectra Soul;Always
Jonny Faith;Zheng
Dengue Fever;Cardboard Castles
Pete Cannon Meets Ghost Writerz;How We Living
Ata Kak;Obaa Sima
DJ Mastercard feat. 4J LTE;Cryogenics
Nadine Shah;Fool
Pixelord;Polygon Fane
Frits Wentink;The Circus
Pixelord;Berlin
Purity Ring;Repetition
Josh Rouse;Some Days I'm Golden All Night
Sunchase;Truth
Future Brown feat. Kelela & Ian Isiah;Dangerzone
Deadboy;It Did Not Feel Right
Worthy feat. Audio Angel;The Words (Thugfucker Rmx)
Munk feat. Mona Lazette;Cartoon (Patrick Pulsinger Rmx)
Skream;Still Lemonade
Man Without A Clue;In My Soul
Jam City;A Walk Down Chapel
Jefre Cantu-Ledesm;Pale Flower
Alice Boman;Over
Of Montreal;Empyrean Abattoir
Jacco Gardner;Find Yourself
Travis Bretzer;Lady Red
Noel Gallagher's High Flying Birds;The Right Stuff
Beastie Boys;Sabrosa
Ghostface Killah & BadBadNotGood;Mind Playing Tricks
S.P.Y;Guidance (Shadow Child Rmx)
Krakota;Ghosts
Sunchase feat. Blu Mar Ten;Kolo
Dutch Uncles;Don't Sit Back
Helmholtz Resonators;Sunshine
PAL;Erfurt
