Interpret;Titel
TRC & Princess Nyah;Butterflies
djj;Gruff
djj;Just A Lil
Prayer;Running
Blacksmif;Chasing Paper                                
Nocturnal Sunshine;Skipper
Wagz;Last Breath
Justin Bieber;What Do You Mean (Dark0 Remix)
Dark0;Abrasion
Gabi;Fleece (Autre Ne Veut Club Mix)
Harleigh Blu;Another One                                        
Gantz;Witch Blues
Duke Garwood;Heavy Love
Ryley Walker;All Kinds Of You
Brian Auger feat. Julie Tippetts;Git Up
Boxed In;Subtle Knife                                             
HAN;Sarah
Skream;Still Lemonade
Wolf Alice;Lisbon
C Duncan;He Believes In Miracles
Vetiver;Stranger Still
Lowly;Daydreamers
Mmoths;Deu
Fort Romeau                                           ;Insides
Heathered Pearls                                 ;Perfume Catalogue
Gacha;Street Talk
Tame Impala;Let It Happen
Legowelt;Immensity Of Cosmic Space                
Golden Rules;Don´t Be
Die Kassierer;Mein Verein
Lambert;Stay In The Dark
Ulf Henrich;Madrid
Kamasi Washington;Re Run Home
