Interpret;Titel
Dan Shake;Out Of Sight
Boxed In;Subtle Knife
Rae & Christian;Time To Shine
Th7 Immortxlz;Cosmos
Th7 Immortxlz;T7rr7strixl Sp7ci7s
Vanbot;Trooper
Flosstradamus & Troyboi;Soundclash
Mount Bank;Low Fantasy
Chambray;Anew
Dan Deacon;Mind On Fire
Helmholtz Resonators;Wooden Man
Iamamiwhoami  ;Fountain
Zugezogen Maskulin;Plattenbau O.S.T.
Gunge;Cyber ∞∞∞ Porn ∞∞ 4EVA
Sango;Pra Nos
Melanie De Biasio;The Flow (Hex Rmx)
Escape;Just Escape
My Panda Shall Fly;Backwards
The Charlatans;Let The Good Times Be Never Ending
Future Brown feat. 3D Na' Tee;MVP
Tinashe;Cold Sweat
Drake;Madonna
Pearson Sound;Glass Eye
White Noise Sound;Heavy Echo
My Bloody Valentine;Knew You
Spectres;Family
Flying Saucer Attack;She Is The Daylight
Jefre Cantu-Ledesma;Disappear
Jose Gonzalez;The Forest
Ben Ottewell;Red Dress
Champs;Forever Be Upstanding At The Door
Jenny Wilson;Wanna Have It All
Zugezogen Maskulin;Grauweiﬂer Rauch
Toboggan;Khali (Silkersoft Remix)
Burnski;Your Love
Lonelady;Bunkerpop
