Interpret;Titel
Julia Holter;Feel you
Matthew Halsall feat. Oniyama    ;Only A Woman
Martyn ;Ahmadiya
Chick Corea ;Sometime Ago - La Fiesta
Sango ;Tatuagem (Sadinha)
Sango ;Dias Melhores (Interludio)
Little Simz;Fallen
BAR;Dexy´s Alrobe (Orson Remix)
Kano;How We Livin´ 
Anderson.Paak feat. Schoolboy;Am I Wrong
Prayer;Running
Falty DL;The Ah Track
Filou;Alson
Deodato;Als sprach Zarathustra
Lindstrom & Prins Thomas;Turkish Delight
I:Cube;Falling
Jan Akkerman;Tranquilizer
Philip Catherine;Charlotte
Me And My Drummer;Blue Splinter View
Kristian Harting;Temporary Rooms
Congo Natty;UK All Stars In Dub (Adrian Sherwood Remix)
Royalston feat. LyfLyk;Sunburnt In Malaysia
Moonbike;Revolutionair
Ariel Pink;Kinski Assassin
Cheatahs;Red Lakes (Sternstunden)
Sojus1 feat. I Am Halo;OO3
King Gizzard And The Lizard Wizard ;The Bitter Boogie
Eat;On The Road Again
Golden Earring;Back home
Golden Earring;Radar love
Golden Earring;Dong-Dong-Di-Ki-Di-Gi-Dong
Kyuss;Green Machine
