Interpret;Titel
Skream;Dutch Flowers
Sam Binga feat. Redders & Rider Shafique;Believe
Trust Image;Doing You Wrong
Martyn ;Ahmadiya
Kelela;Rewind
Naytronix;Shadow
Bastien Keb;Down River
Mo Kolours;Texture Like Sun (Golden Brown)
Laurel Halo;Focus I
Shigeto;Pulse
Petite Noir;MDR
The Equals;Black Skin Blue Eyed Boys
Shocking Blue;Venus
My Baby;Meet Me At The Wishing Well
Nine Below Zero;Blue Moon Fever
My Baby;Seeing Red
Songhoy Blues;Sekou Oumarou
My Baby;Uprising
Pauw;Shambhala
The Womb;Out OF Place
Oddisee;That´s Love
Mac Miller feat. Little Dragon;The Festival
Noah Kin;Still Noah
Nova Heart;Evil
Jimmy Edgar;Let Me Tell U
The Royal We;Party Guilt (Matt Styles Remix)
DJJ ;Just A Lil´ (Suda Remix)
Evi Vine;Love Is Gone
Israel Nash;Willow
Elephant9 With Reine Fiske;You Are The Sunshine Of My Life
Mondkopf;Cause & Cure 
