Interpret;Titel
9th Cloud;Resurgences
Robot Koch feat. May;September
Gabi;Fleece (Autre Ne Veut Club Mix)
Hudson Mohawke feat. Irfane;Very First Breath
Raoul Sinier;Hello My World
White Noise Sound;All You Need
Jamie XX feat. Romy;Loud Places
Lambchop;Up With People (Zero7 Remix)
Andreya Triana;Lullaby (Medlar Rmx)
Ryley Walker;All Kinds Of You
Liam Hayes;August Fourteen
The Amazing;Picture You
Dropout Patrol;Feeding Ghosts
Bob Moses;Far from The Tree
Reso;What Is
Sideways;PJ's Groove
!!!;All U Writers
Lonelady;Silvering
Will Butler;Something´s Coming
Wire;Split Your Ends
Alva Noto;Xerrox Helm Transphaser
Deadboy;It Did Not Feel Right
Gabi;Home
Manu Delago feat. Katie Noonan;Dearest
Anna Caragnano & Donato Dozzy;Love Without Sound
Anna Caragnano & Donato Dozzy;Conclusione
Andreya Triana;Gold (Fort Romeau Rmx)
Fort Romeau;Insides
Bernhard Eder;Bird Away
