Interpret;Titel
DNKL;Otherside
Will Samson                                ;Sunbeamer Pt. 1
Vimes;Mind
OK ZHARP feat. Manthe;Sizzr
Ogris Debris;See The Wolrd (Iron Curtis Remix)
Zanshin;Feature Bug
Protomartyr;Cowards Starve
Jennylee;Offerings
DJ Haus feat. Innershades;Keep Me Coming
Sly Johnson feat. Rachel Claudio, Erik Truffaz & Valerie Delgad;Why
Erik Truffaz Quartett              ;Djiki´n
Urbandawn feat. London Elektricity + Elsa Esmeralda;Cloudless
CPH;Tavolara
Altered Perception;Taken
Ray Keith;Deeper Love (Green Man Rmx)
Norwell;We Have Been Here Before
Bastard Sugar;Moose End (Feiertag Rmx)
Kratos Himself;See What Eyes See (Sam A La Bamalot Rmx)
Koncept & J57;Live Forever
Erykah Badu;Whats Yo Phone Number
Moonchild;All The Joy
Albert McCloud feat. Sean Wood;Black Cat
The Chemistry Experiment;Jandek Bakery
Stone Temple Pilots;Sex Type Thin
Danzig;Snakes Of Christ
The Icarus Line;El Sereno
Quilt;Eliot St.
David Bowie;Blackstar
Tiny Ruins;Turn Around
Dead Guitars;Heaven Seven
Boy & Bear                                     ;Just Dumb
