Interpret;Titel
Mark Barrott                                                              ;Right 4 Me                                      
Paul White                               ;Running On A Rainy Day (Seagull Mansion Version) 
Gossamer;Print
Wagz;Fused
Krakota                                                                        ;Ghost
Wagz;Angel Dust                                       
Pluton/Skyer                                                              ;Gravity
Tame Impala;´Cause I´m A Man                          
Hot Chocolate                                                             ;Emmaline                                        
Blacksmif ;Chasing Paper                                 
Jynx  ;Rain Dance                                      
Tame Impala;Yes I´m Changing                            
J.Tovesson/N.Makelberge                                         ;Dying In Africa                                
Four Tet;Morning Side                                    
Mike Sena                                                                     ;Ride
C Duncan                                                                     ;Silence And Air                                
The Phoenix Foundation                                          ;Give Up Your Dreams                    
Ernest Greene                                                             ;Don´t Give Up                                 
The Helio Sequence                                                   ;Leave Or Be Yours                          
Matthew Mondanile                                                 ;Headbanging In The Mirror          
Peacers;At The Milkshake Hop                   
Peacers;Kick On The Plane                          
Henry Sargeant                                                           ;Touch & Go                                     
Life On Planets                                                            ;Curious Palace                                
Karate;Remain Relaxed                              
Samatha Crain                                                              ;You Or Mystery                              
Linda Perhacs                                                                ;The Soul Of All Natural Things     
Eric Pfeil                                                                        ;Der Depressive Detektiv               
S.Eickhoff/J.Traphan                                                    ;Karnickelkotzen  
Zam Helga                                                                    ;Krieg Und Frieden                          
JPattersson ;No Hau                                             
Netsky  ;Rio    
