Interpret;Titel
Nicolas Godi;Club Nine
Dungen;Flickor Och Pojkar
Sam Prekop;C + F
Vetiver;Strangers Still
Dave Heumann;Cloud Mind
Bob Moses;Like It Or Not
OKRAA;Utica
Eivind Aarset;Return To Her Home
Synkro;Holding On
Overlook;Distant Blues
Graeme S feat. Faiza;Waiting On You
King Midas Sound/Fennesz;On My Mind
Synkro;Overture
Superhumanoids;Oh Me I
Say Yes Dog;Open Wide
Helena Hauff;L´Homme Mort
Anne Clark;Sleeper In Metropolis
Aphrohead;Klymaxxx
Populous;Dead Sea (Indian Wells Rmx)
Grant;Cash And Cary
The Bevis Frond;Waiting For Sinatra
Wand;Broken Sun
Frankie Lee;Where Do We Belong
Die Goldenen Zitronen;Fan Without Fan
Battles;Dot Net
The Organ Grinder;Trees & Sausages
Wand ;Dovetail
Populous feat. Clap! Clap!;Vu (Larry Gus Remix)
Ought;Beautiful Blue Sky
The Libertines;You´re My Waterloo
Richard Hawley;The World Looks Down
Young Karin;Bones
Bob Moses;Nothing At All
Henry L & Ingo Sänger;No Gravitation
