Interpret;Titel
Sei A;Hyper Venom
Blacksmif;Chasing Paper
The Phoenix Foundation;Prawn
Pure Bathing Culture;Pray For Rain
Malka Spigel;Finding You
Superhumanoids;Norwegian Black Metal
UABOS;Emergency Call (Legowelt Rmx)
Deceptikon;Vancouver Disco                     
Martyn;Vancouver                                 
Jack Sparrow;Hold And Pull                        
Netsky;Rio
Appleblim & Peverelist               ;Over Here (Brendon Moeller Rmx)
Second Storey & Appleblim Present;Formation
Appleblim;Avebury
Kelpe;Valerian
Harmonia & Eno ´76;By The Riverside (Appleblim & Komonazmuk Rmx)
Datashock;Tod In Der Saarvanne
Sleep;After Dark                    
Kurt Vile;Pretty Pimpin                    
BRNS;Omen
Giant Rooks;Smaland
Dego & Kaidi;Black Is Key
Chet Faker;Bend
Chelsea Wolfe                       ;Simple Death             
DVA feat. Clara La San;Pink22
Jumodaddy feat. Sena;Alright With Me
Anile;False Tense
Anile feat. DRS;City Of Injustice
Wagz;Fused
Raw District feat. Aquarius Heaven;Her Mind (Martin Buttrich Rmx)
