Interpret;Titel
Prayer;Running
Headhunter;Parallels
Kelela;Gomenasai
Gabi;Fleece (Autre Ne Veut Club Mix)
Little Simz;Wings
Mercury Rev;Emotional Free Fall
Ebony Bones;Oh Promised Land
Atmosfear;When Tonight Is Over (US Thunder Mix)
Sepalcure feat. Rochelle Jordan;Fight For Us
Strange Faith;Just A Man
Fat Freddy´s Drop;Wheels
Seb Wildblood;Swimmers
Len Leise;Forlorn Fields
Coma;Borderline
Lean Low;She Shoots To Kill
Geir Sundstol;Furuland
Robot Koch feat. Malte Beckenbach;Kalimba
Shigeto;Pulse
Vessels;Elliptic (Barker&Baumecker Rmx)
Joanna Newsom;Leaving The City
Cushion Caroms;Kosmonautenswing
Claude;Rose Glacon
Jata;The Curse
Nicole Jaey & Harry Jen;Glow
Monophobe;Racoon Care
Your Gay Thoughts;Transit Of Venus
Coco Rosie;Big & Black
Jesse Malin;Edward Hopper (Somewhere In The Night)
Delta Saints;Bones
Fernando Pulichino;Trespassing
Werkha;The Invincible (J-Felix Rmx)
Lusts;Bad Weekend
Hurricane #1;Think Of The Sunshine
Tellavision;Unimperative
