Interpret;Titel
Chrome Canyon;Generation
Jaga Jazzist;Oban (Todd Terje Rmx) 
Ozric Tentacles;Changa Masala
Laurent Garnier;I´m Going Home 
Barbarossa;Silent Island
Silkie;Escape Route
Bernard + Edith;Wurds                                    
Soapkills;Marco Slow        
Cliff Lothar;Bona-Feed
The Tallest Man On Earth ;Sagres   
Musee Mecanique;A Wish We Spoke
MoonDoctoR;Turn Off The Light
Drew Lustman;The Crystal Cowboy
Kamasi Washington;Re Run Home
JME feat. Skepta, Frisco & Shorty;Don´t @ Me
We Are The Way For The Cosmos To Know Itself  ;Tiger 
Unknown Mortal Orchestra;Extreme Wealth And Casual Cruelty
Submerse;Team Scare
Waqas;Pardon My French
Gerry Read & Kevin McPhee ;Frummppp (Remix)
Roisin Murphy;Evil Eyes
Nova Heart;Evil
Lowly;Fire
The Leather Nun;Outside My Window
Giant Sand;Hurtin´ Habit
Satoshi Tomiie;Cucina Rossa
Robert Aiki Aubrey Lowe & Ariel Kalma ;Magick Creek
Quartier Midi;Summer
Paper Cranes;Rubberbullets
Rework;Lovecall
Gacha;Waterfall
