Interpret;Titel
Kamasi Washington;The Message
Klaus Doldinger's Passport;Infusion Rag
Harleighblu feat. Dr Zygote;Mmm
Stone The Crows;Mr. Wizard
Chloe Black;27 Club (Braxton Rmx)
Il Ravens;Gold Coffin
AV AV AV;Manhunt Space
Air K & Chepei;Duality
Urban Dawn;Spectrum
Fitzroy North;Ampersand
DJ Cam;On Ocean Drive
Leftfield feat. Roots Manuva;Dusted
Smoki;Let You Go
Jack Ü feat. Justin Bieber;Where Are Ü Now (Rusty Hook Rmx)
Sleepy Time Ghost feat. Bahia;Feel
Kahn;Over Dreh So
Kaiju;Justice
Sektor 122;Prypjat
NGHT DRPS;Comin In
Hot Chip feat. POS;Love Is The Future
Jon DeRosa;Give Me One More Reason
Unknown Mortal Orchestra;Can't Keep Checking My Phone
Motorama;Heavy Wave
Prinzhorn Dance School;Reign
Slow Steve;Minuit
Leftfield;Universal Everything (Legowelt Remix)
Jose Padilla;Solito
NTEIBINT feat. Stella;The Owner (Justin Faust Remix)
Rocko Schamoni & L'Orchestre Mirage;Loswerden
Joyce Wrice;Home Alone
Aurora;Running With The Wolves
Long Arm;House In The Wood
Finland;George Lumineux
