Interpret;Titel
First Born Seconds ;Lone
Pajaro Sunrise                                               ;This Vision (Golden Bug Rework
Cain     ;Indra
Sherwood & Pinch                             ;Africa 138 
Orson;The Embrace
Dusky                                                ;Yoohoo (LTJ Bukem Rmx)              
LEYYA                                              ;Wolves (Monophobe Rmx)               
Wandl                                                ;Done
Panda Bear                                         ;Crosswords
Jib Kidder                                          ;In Between                                        
Mark Barrott                                     ;Go Berri Be Happy                           
Liam Hayes;One Way Out                       
Lavender Worm                                 ;Synchronized Swimming                  
Lavender Worm                                  ;Hot Barbeque                                     
DNN                                                   ;Skunk Wave                                       
Globules;Yoghurt    
Torvvo                                                ;Traveling Beneath Me (Secret School Rmx)  
Burial                                                   ;Lambeth       
Huxley                                                 ;Barne Dance                                        
Breach & Cinnaman                            ;Liberty                                                 
Menace Beach                                     ;Drop Outs                                            
Githead                                               ;Air Dancing                                        
Michna feat. MNDR                          Solid Gold                                          ; 
Kindness feat. Robyn                         ;Who Do You Love (Joakim Mix)       
Eaux                                                    ;Peace Makes Plenty                            
Netsky Vs Metrik feat. Stealth           ;Can´t Speak                                        
MAV                                                   ;Break Is The Legend                          
Cain                                                    ;Nagan                                                 
Panda Bear                                         ;Untying The Knot                              
Steve Gunn ;Tommy´s Congo                                
Amen Dunes                                    ;Rocket Flare                                    
Louis Vega feat. Raul Midon          ;A Better Day (DJ Spinna Rmx)      
Real Estate                                       ;Had To Hear                                    
TOPS                                               ;Way To Be Loved                           
Revere                                              ;A Road From A Flood              
