Interpret;Titel
Woolfy Vs Projections;Set It Up                                       
Para One & The South African Youth Choir;Elevation    
Jodo Kast                                        ;Start The Chase                              
Erik Luebs                                     ;Losing It                                        
Synkro  ;Changes        
The Slow Show                              ;God Only Knows                           
Kurt Vile                                         ;Pretty Pim Pin                                 
Dotan                                               ;Home     
Savages   ;City¥s Full                                      
Lydmor & Bon Homme                  ;Things We Do For Love                  
Tame Impala                                   ;Yes, I¥m Changing                          
Swan Bride                                      ;Razor Belley Dancer                       
Brian Auger                                      ;Ellis Island                                       
Passport feat. Brian Auger              ;Freedom Jazz Dance                       
Jay Shepheard                                  ;Henry¥s Theme                                
Rodriguez Jr.                                   ;Chrysalism     
Sie Kamen Australien                       ;Du Bist Der Superstar                      
The Seshen                                      ;Unravel (Lost Midas Remix)           
Fitzroy North                                    ;Don Hielo                                         
The War On Drugs                          ;Under The Pressure                         
Frankie Goes to Hollywood            ;Relax   
Lo Fidelity Allstars                         ;Battleflag     
Soligen & Type2                              ;So Lonely                                         
Hosta                                                 ;Lost In Tokyo                                   
Blondes ;Persuasion  
Heathered Pearls                                ;Perfume Catalogue                           
Villagers ;So Naive                                            
Steve Gunn                                        ;Way Out Weather                             
Scheuchwieheu ;Mein Kokain Ist Weiﬂer Als dein Hochzeitskleid  
Beach House                                     ;PPP       
Miles Davis Vs Nils Frahm              ;Generique    
