Interpret;Titel
Tame Impala;It Isn´t Meant To Be
Life on Planets;Curious Palace
Everything Everything;Warm Healer
Mark Barrott;Right 4 Me
Mocky;Soulful Beat
Gossamer;Okuma
Gacha;Street Talk
Jay Jay Johanson;Moonshine (Joakim Absolut Remix)
Funkstörung feat. Jay Jay Johanson;I Love Him So
Dungen;Akt Dit
Traffic;Freedom Rider
Chris Stamey;Anyway
The Charlatans;Weirdo
The Phoenix Foundation;Mountain
Cosmic Rough Riders;Baby You're So Free
Disclosure feat. Greogory Porter;Holding on
DJ Haus;Need Sum Time
Legowelt;Immensity of Cosmic Space
Ghost Writerz feat. Shiffa Dan, Rtkal & G.o.l.d.;Wind Up Your Waist
High Wolf;Girls, Amen
DarkO;Abrasion
Empress Of;Water Water
Will Samson & Heimer;Your Golden Glow
Breakage feat. Madi Lane;Future
XXXY;Regrets
Francesca Lombardo;Perseidi (Aril Brikha Rmx)
Julie´s Haircut;Taarna
Indian Wells feat. Matilde Davoli;Games In The Yard (Ital Tek Absolut Remix)
U;Oma
Matrixxman;Packard Plant
Endian feat. Trevino;Exotica
Prefuse 73 feat. Sam Dew;Infrared
Matrixxman;Network Failure
Matrixxman;False Pattern Recognition
Tarquin;Kid U
