Interpret;Titel
Magnus International;Big Red
Lord Raja;Ride Out
CFCF;Pleasure Centre Dans Un Taxi
Saroos;Weaver´s Cave
NY*AK feat. Ian Blevins;Xager
Submotion Orchestra feat. Andrew Ashong;Needs (Gacha Bakradze Rmx)
Mikal;Help Me
Deadcode;Chasm
Lola Marsh;Sirens
Wild Nothing;Reichpop
Yeasayer;I Am Chemistry
Parquet Courts;Dust
Underworld;Exhale (DJ Koze Rmx)
LCD Soundsystem;Losing My Edge
Riton feat. Kah-lo;Rinse & Repeat (Busy P & Bostun Bun Rmx)
Paranoid London;Paris Dub 1
Essaie Pas;Le Port Du Masque Est De Rigueur
Mary Ocher;Dream X3
Nonkeen;Animal Farm
Vimes;Rudal
Mmoths;Eva
DR. Dog;Good Grief
Chairlift;Polymorphing
Radiation City;Juicy
Moderat;Reminder
Craig David;Hypnotic
DRS feat. LSB & Tyler Daley;The View (Zed Bias Remix)
Katy B feat. Craig David & Major Lazer;Who Am I 
Vimes;Kyra
Murder He Wrote;Lights Up
Sidestepper;La Flor Y La Voz Pt 1
Om Unit;Mothership
Om Unit;Transformation
