Interpret;Titel
Mark Barrott;Der Stern Der Nie Vergeht 
Mark Barrott ;Go Berry Be Happy 
Hidden Turn ;Follow
Djrum ;Abandon Me 
Lynch & Grove Kingsley ;Queens & Kings 
DIZZ1 feat. Kaivili ;If I Could Tell You Everything 
The Avalanches ;Subways
Steam;Na Na Hey Hey Kiss Him Goodbye 
Hot Chip ;Ends Of The Earth
Kylie Auldist;Waste Of Time
Weaves;Tick
Potholes;Chauma
Feynman ;Air
Beyond The Wizard´s Sleeve ;Finally First
The Boo Radleys ;Lazarus
Sepalcure;Fight For Us (Prins Thomas Remix)
Autarkic;Watch Out 
Autarkic;Rotation! Rotation!
Anna Lann ;Paris Intro
Fakear ;Silver (Bakradze Remix) 
Tough Love feat. Arlissa;Touch (Majestic Vs Control S Remix)
WxT;DWN
Lesus;The Bell
The Slits;I Heard It Through The Grapevine
Matthew Dear;Don & Sherry
Colder;Cold Hand Bop
Gordi;Nothing As It Seems
Junius Meyvant;All I Do
Cassy;All I Do
Sarathy Korwar;Bismillah
BadBadNotGood;IV
