Interpret;Titel
Genesis ;Watcher Of The Skies
DJ Shadow;The Mountain Will Fall 
Flowdan feat. Animai ;No Way Out 
Whiney feat. Ed Tullett;They Will Come 
Hidden Turn feat. Key;In The Name Of
Synkro;Look At Yourself (Djrum Remix)
Tom Misch;I Wish
Whitney ;On My Own
Electric Wire Hustle;Loveless
Trevino;Casino
Dinky;Casa
The Julie Ruin ;I Decide
His Clancyness ;Pale Of Fear 
Keshavara;It´s Raw 
Netsky feat. Digital Farm Animals ;Rio
Keita Sano;Blue 
Djrum;LA
Dengue Dengue Dengue;Dubcharaca
JaJa;Chan Chara 
Mala;Cunumicita
Wolf Müller & Cass;Aiolo
Parra For Cuva & Senoy;Darwis
Mark Barrott ;Brunch With Suki 
Leon Thomas ;The Creator Has A Masterplan 
Dollar Brand/Abdullah Ibrahim ;Kramat
Mala;Shadows 
DJ Shadow feat. Matthew Halsall;Ashes To Oceans 
Ugly Heroes ;Peace Of Mind 
Dawn Richard ;Honest
Alyusha & Linden Jay ;Paradise
Mira, Un Lobo;Suffocation
Temples ;Move With The Season (Beyond The Wizard´s Sleeve Reanimation)
