Interpret;Titel
Delorean;Warmer Places
Doomsquad;Solar Ass
Trevino;Solar Ass
Brian Eno;I´m Set Free
Xeno & Oaklander;Brian Eno
Thanks;Dizzy
Slowolf;White Feathers (Intro)
Slowolf feat. Kembra;White Feathers
Shit Robot;OB-8 (Wintermix)
Who Is Louis;Fancy Me
Submerse;Pressure 
Amber Arcades;Turning Light
Shyshyshy;Drive
Katy B feat. Floating Points;Calm Down
Horsepower Productions feat. Orson;GBU
Sepalcure;Been So True
View;Coldest Season
Wangel;Freedom
Death Hawks;Hey Ya Sun Ra
Death Hawks;Ripe Fruits
LEW;The Dirt
Jacob Faurholt;Floating In Space
Nathan Melja;No No No
Jey Kurmis;Burnetty
Kowton;Sleep Chamber
Max Graef & Glenn Astro;The Yard Work Simulator (Radio Edit)
Klaus Doldinger´s Passport Classic;Abracadabra
Klaus Doldinger feat. Helge Schneider;St. James Infirmary
Die Toten Hosen vs. Mark Reeder;Disco (Mark Reeder´s Lange Hosen Remix)
The Liminanas;Prisunic
Bloody Beach;Mezcal Letters
Andy Shauf;Quite Like You
Munk feat. Jennifer Cardini;The Bösus Bounce
