Interpret;Titel
Benga & Coki;Night (Egoless Remix)
The Green Man feat. Kingz ; The Moment Is Now
Break;Headway
Bachelors Of Science;Don´t Hold Back (Flaco Remix)
LSB;The Optimist
LSB;I Need Love
Urbandawn feat. Thomas Oliver;They Told Me
Keeno;Nocturne (Frederic Robinson Remix)
Deadboy ; Glass Lake
Yussef Kamaal ; Lowrider
Sun And The Wolf;Precipice
Alex IzenbergChanges;Changes
Sohn;Conrad
The Wave Pictures;H.D.Rider
The XX;Hold On
Roman Flügel;Dead Idols
Michael Mayer & Agoria;Blackbird Has Spoken
Solange;Cranes In The Sky (Common Remix)
Moscoman feat. Red Axes & Krikor;Subaru Pesha
Basement Revolver;Words
Ex Reyes;Bad Timing
Klangstof;We Are Your Receiver
Dungen;Aladdins Flykt Over Havet
Dungen;Achmed Flyger
Bo Hansson;Lothlorien
Peanut Butter Wolf;Break Em Down
Gabriel Garzon-Montano;Sour Mango
Tomemitsu;In Dreams (RSS Disco Remix)
Cory Hanson;Violent Moon
Leonard Cohen;Teachers
Leonard Cohen;You Want It Darker
Hope Sandoval And The Warm Inventions;Treasure
Michael Nau;While You Stand
Weyes Blood;Away Above
