Interpret;Titel
Bullion;Speed
Amber Arcades ;Turning Light 
Hidden Turn feat. Key;In The Name Of 
Seba;Hide The Tears 
Diemantle ;My Thing (Sex Machine) 
Alyusha & Linden Jay;Paradise
Common Vs Solange;Cranes In The Sky (Common Remix) 
Whitney;No Woman
Cigarettes After Sex ;K
Massive Attack feat. Azekel ;Ritual
Om Unit Vs Kromestar ;Solar Cycle 
Prince;Around The World In A Day
Faun Fables ;Country House Waits
Dungen;Jakten Genom Skogen 
Mala;Shadows
Mass Gothic ;Pier Pressure
Dinner;Turn Me On Christian Nielson Madmen
WxT (Woz & Troy Gunner;DWN 
Daisy Door;Du Lebst In Deiner Welt
Death Hawks;Ripe Fruits 
Yann Tiersen ;Kereon 
Trim;13th Apostle 
BP Fallon & David Holmes ;Henry McCullough
Autarkic;Rotation! Rotation! 
The Rolling Stones;Just A Fool
Swedish Death Candy;So Long 
Love Machine;Gravity 
Babyfather feat. Arca ;Meditation
Mmoths;Eva
Nicki Cave & The Bad Seeds;Rings Of Saturn
David Bowie;Lazarus
BadBadNotGood ;IV
