Interpret;Titel
Klangstof;We Are Your Receiver
Sohn;Conrad
Alpines;Heaven
Mona Vale;Not Given Up
Gareth Dickson;The Big Lie
Foreign Fields;Take Cover
Dälek;Forever Close My Eyes
TV Pow;Waitin' On The Sun
Spax;Mit Leib Und Seele
Cora E.;Schlüsselkind (Fat Rmx)
Haiyti;Gigolo
Stunnah;Fantasie (Gourski Remix)
Shafiq Husayn feat. Fatime & Jimetta Rose;On Our Way Home
LSB;The Optimist
Sleepin' Giantz;Badungdeng (Diemantle Remix)
Paul SG feat. T.R.A.C.;Stay Classy
Charles X feat. Georgia Anne Muldrow;Wind
Gensu Dean feat. Georgia Anne Muldrow;Floral Walking
Gensu Dean & Denmark Vessey;The Meek
Alice Jemima;Electric (Fono Remix)
Patrick Topping;Metro
Surface To Air Missive;Time Being
Femme ;Gold (Crewdson's Golden Shower Dub)
Tom Misch;Watch Me Dance (CRackazat Remix)
Coals;Rave 03
Haiyti feat. Skinny Voyou Finsta;Fata Morgana
Haiyti & Die Achse;Single
Nosizwe feat. Georgia Anne Muldrow;The Best Drug
Joe Farrell;Canned Funk
Gerry Franke;Jackson Disco
Sun And The Wolf;Precipice
Jawbones;Rain
Georgia Anne Muldrow;Lovelight 
Childish Gambino;Stand Tall
Mark Jenkyns;Kiss It
