Interpret;Titel
Yusef Lateef;Like It Is
Solange;Cranes In The Sky (Common Remix)
Shafiq Husayn feat. Fatima & Jimetta;On Our Way Home
St. Germain;How Dare You (Atjazz Remix)
Common feat. Tasha Cobbs;Little Chicago Boy
Karriem Riggins;Alto Flute
Gregory Porter;1960 What? (Opolopo Kick & Bass Rerub)
Grant Green;The Final Come Down
Common feat. BJ The Chicago Kid;The Day Women Took Over
Doms & Deykers;Grime For Dolly
Kangding Ray;Summerend
Roman Flügel;Warm And Dewy
Ulrich Schnauss;Melts Into Air
Dungen;Jakten Genom Skogen
Langston Hughes;Homesick Blues
Robert Glasper feat. Erykah Badu;Afro Blue
Common feat. Stevie Wonder;Black America Again
Dave East;It Was Written
The Temptations;Papa Was A Rolling Stone
Tasha Cobbs;Get Up (Live)
The Dave Clark Five;Everybody Get Together
Lambchop;Up With People (Zero7 Remix)
Gregory Porter;On My Way To Harlem
Marvin Gaye;What´s Going On
Billie Holliday;Strange Fruit
Kanye West;Blood On The Leaves
Nina Simone VS Ogris Debris;See Line Woman (Ogris Debris Remix)
Kirk Degiorgio;Shadow Of A Solitary Being
Cosmic Garden;Sealaconda
Jim James;Same Old Lie
