Interpret;Titel
Only Child;I´ve Got A Right
Al Green;Simply Beautiful (Marbou State Edit)
Kaytranada feat. Little Dragon;Bullets
Sepalcure;Not Gonna Make It
Dawn Richard;How I Get It
Kelela;Rewind (Sporting Life Remix)
Skepta;Text Me Back 
Maize;Out To Find Love (Ulterior Motive Remix)
Massive Attack feat. Hope Sandoval;Paradise Circus (Breakage Remix)
James Blake;Timeless 
Simplification, Translate & Amaning feat. Ella Sopp;Get Down
Katy B, Wilkinson & Stamina MC;So Far Away
Little Dragon;Crystalfilm
It´s A Fine Line feat. Alex Kapranos;The Delivery
Jackie Lynn;Alien Love
Richie Blacker;Poltergeist
Carlos Nino;Metamaravilla
Homeboy Sandman;God
Mark Barrott;Tago Mago
Horsepower Productions;Change
Gil Scott Heron And Jamie XX;My Cloud
Pomrad;Rush Hour
Satin Jackets;You Make Me Feel Good
Brinsley Schwarz;Small Town, Big City
Mickey Jupp;Short List
The Backyard Band;They All get Rockin´
Dr. Feelgood;She Does It Right
Mr Bloe;Groovin´ With Mr Bloe
The Backyard Band;Bad Vibe Blues
Palma Violets;Tom The Drum
Eddie & The Hot Rods;Telephone Girl
Nine Below Zero;Blue Moon Fever
My Baby;Meet Me At The Wishing Well
Dave Edmunds;I Hear You Knocking
The Backyard Band;Sweet D
Eggs Over Easy;The Factory
