Interpret;Titel
Tinlicker ;Needle 
Erosion Flow;Syvv
Damu;Off The Spectrum
Patten;Cache
Mykki Blanco feat. Jeremiah Meece;Hideaway 
Flowdan feat. Animai ;Groundhog
M.I.A. feat. Dexta Daps ;Foreign Friend
Jennifer Rostock;Hengstin
DJ Earl feat. Oneohtrix Point Never & MoonDoctoR;Let´s Work 
Cabanne;MC
Red Boy;Making A Noise
M.I.A.;Fly Pirate
ådå;This Pleasure Needs Pain (Original Mix)
Drumsound & Bassline Smith;Rasta Blasta 
Future Engineers;Matter
Need For Mirrors;Hurts
Electrosoul System;Humpty Dumpty
Ed:it ;Babylon Step
Changing Faces;Dusk 
Hidden Turn feat. Key;In The Name Of 
The Lucid Dream ;Stormy Waters
Baby Woodrose ;Peace
Drugdealer ;Were You Saying Something? 
J Churcher ;Borderland State
Plantman;Slow Design 
Sekuoia;Someone´s Problem
Doms & Dykers;Faye´s Slide
Taraval;Where´s Leon
It´s A Fine Line feat. Olivia De Lanzac ;Cardiogram
Billy Cobham;Stratus
Massive (Attack);Safe From Harm
Colonel Petrov´s Good Judgerment;Everybody´s Gut One 
Gregory Porter;Don´t Lose Your Steam
Mndsgn;Use Ya Mnd (Twentyfourseven)
