Interpret;Titel
Anile;Your Way
Paul T & Edward Oberon;When I´m With You 
High Performance;Fantasy
Tough Love feat. Karen Harding;Like I Can (Extended) 
Djeuhdjoah & Lieutenant Nicholson;Soleil Au Reveil 
Acid Arab;Buzq Blues
2 Bad Mice;Gone Too Soon 
Ment ;A Kind Of Us
De La Soul;Royalty Capes
Watsky;Springtime In New York 
The BPA feat. Dizzee Rascal & David Byrne;Toe Jam 
Coma ;Poor Knight
PBR Streetgang;Shade (I:Cube Remix)
Messer;Der Staub Zwischen Den Planeten
Talking Heads;Once In A Lifetime
La Femme;SSD
Morgan Delt ;A Gun Appears
Robbing Millions;What Makes Me Feel Old 
Monday Club;Born Bad
Trevino ;Slide Away
Enest;Light & Clear 
Edward Sharpe & The Magnetic Zeros;40 Day Dream 
John Lennon & Yoko Ono With The Plastic Ono Band;Instant Karma
The Brian Jonestown Massacre ;The Sun Ship 
Hidden Trails ;Beautiful Void 
Cass McCombs;Rancid Girl
Atmosphere;Besos
Why Don´t You Help Me;L.A. Salami
Okkervil River ;Call Yourself Renee
Giant Rooks ;Smaland
Kollektiv Turmstrasse ;Jupiter Sunrise 
Massive Attack feat. Hope Sandoval;The Spoils
