Interpret;Titel
Savages;Sad Person
Screaming Blue Messiahs;Sweet Water Pools
Amber Arcades;Turning Light
Pumarose;Priestess
Bon Voyage Organisation;La Traversee
White;Future Pleasures
The Germans;Are Animals Different #1
David Bowie;Heroes
Dua Lipa;Be The One
Vimes;Mind
Rocco;1999
Steve ´n´ Seagulls;Black Dog
Anchorsong;Mother
Sidestepper feat. Eka;Come See Us Play
Jain;Come
Pauw;Today Never Ends
Lola Marsh;She´s A Rainbow
Me And My Drummer;Blue Splinter View
Better Person;I Wake Up Tired
David Bowie;Warszawa
Olof Melander;Remeberance
Pablo Nouvelle;I Will
Tindersticks;Follow Me
Pulp;Happy Endings
David Bowie;Space Oddity
Submotion Orchestra feat. Andrew Ashong;Needs
Blaue Blume;Epoch
The Homesick;Boys
Drangsal;Allan Align
DIIV;Under The Sun
The Junohoos;I´m Tough
Savages;Evil
Desert Mountain Ride;Take A Ride
Middlemist Red;Aanimal
