Interpret;Titel
Amber Arcades;Turning Light
Virginia;Subdued Colors
TMSV;Torpedo Riddim
Lone;Sea Of Tranqulity
Pola & Bryson;Open My Eyes
OY ;Space Diaspora (Clap! Clap! Remix)
Beating Heart;The Work (Rudimental Remix)
Audion;Sucker
Minor Victories feat. Mark Kozelek;For You Always
Mala;Shadow
Gold Panda;Brazil
Landside;Chains (Beacon Remix)
Ry X;Deliverance (Eagles & Butterflies Remix)
Oracles;That Was I
The Flaming Lips;Dark Star
The Red Krayola With Art & Language;The Tone Of Your Voice, Be Firm, Don't Shout
BadBadNotGood;Speaking Gently
Daev Martian;CK
Miles Davis & Robert Glasper feat. Erykah Badu;Maiysha (So Long)
Harleighblu ;I
Synkro;Your Heart (Sven Weisemann Mix)
Gaika feat. August + Us;Last Dance At The Baby Grand
Marissa Nadler;Hungry Is The Ghost
Truth;Jade Helm
Flume feat. Little Dragon;Take A Chance
The Jacques;Eleanor Ring Me
Whitney;The Falls 
Whitney;Golden Days
Still Parade;Morning Light
Amber Arcades;Fading Lines
Matt Tolfrey;Dance Like There's No One Watching (Matt Tolfrey EC1 Mix)
