Interpret;Titel
Fatoni & Dexter;ICE Abteil
Robert Glasper Experiment;In My Mind
NxWorries;Lyk Dis
We Are Wolves;I Don't Mind
Die Sterne;Nach Fest Kommt Lose
His Clancyness;Isolation Culture
Kraan;Andy Nogger
Warhaus;The Good Lie
Lilly Among Clouds;Keep
PJ Harvey;The Community Of Hope
Dagobert;Afrika
Birdpen;O'Mighty Vision
Chris Stamey;Anyway
Gurr;Walnuss
The Chills;Dead Web
Boxed In;Up To You/Down To Me
Ron Blanco;Isidore Of Seville
Craig David feat. BigNarstie;When The Bassline Drops
The Artful Dodger feat. Craig David;Re-Rewind (The Crowd Say Bo Selecta)
Danny Brown feat. Kendrick Lamar, AB-Soul, Earl Sweatshirt;Really Doe
The Beatles;Komm, Gib Mir Deine Hand
Virus Syndicate;Gimme The Mic (June Miller Remix)
Klangstof;Sleaze
How To Dress Well;Salt Song
The Lemon Twigs;These Words
Stoppok;Mein Herz Hat Damit Nix Zu Tun
Death Hawks;Hey Ya Sun Ra
Trupa Trupa;The Sky Is Falling
azeGoat Girl;Country Sle
Deap Vally;Smile More
Quintus Project;Night Flight (Psychemagik Remix)
