Interpret;Titel
Paul White;Dream State
Paul White;Burnt By The Sun 
FaltyDL;Bridge Spot
Midland;Placement (Lone Rmx)
Beacon;You're Wondering (Applescal Remix)
Goat;It's Not Me
BP Fallon & David Holmes;Henry McCullough
C Duncan;Like You Do
Finley Quace;Sunday Shining
Sam Evian;Sleep Easy
Goat Girl;On Our Way Homeuntry Sleaze
Shafiq Husayn feat. Fatima & Jimetta Rose;On Our Way Home
Om Unit;The Mirror
Horsepower Productions feat. Orson;GBU
Orson;Dead Drumz (Benny III Remix)
Craig David feat. Hardwell;No Holding Back
Boxed In;Up To You/Down To Me
Billy Turner;Until Dawn
Oligarkh;Alliluya
Danny Brown;Ain't It Funny
Danny Brown feat. Kelela;From The Ground
Gangly;Holy Grounds
Edmondson;On & On
Andres Aguirre;Rejuvenation
Bon Iver;_45_
Bon Iver;00000 Million
Dans Dans;Close Your Eyes
Jenns Hval;The Great Undressing
GIO;Wondrous Love
Rain Dog;Choreoatheoid
The Invisible feat. Anna Calvi;Love Me Again ( Aunite Flo Remix)
Josefin Öhrn + The Liberation;Rushing Through My Mind
