Interpret;Titel
Syvv;Erosion Flow
Waiting for L;Youandewan
Neon (Portable Sunsets Remix);Grandbrothers
Casino;Trevino
L´Epicier Incomparable ;Mocke
Drawn;De La Soul feat. Little Dragon
Universal;K-Lone & Ill Chill
Slow love;Lahun feat. Sara Garvey
September Start;Philip Catherine feat. Charlie Mariano
Her;Zomby
Rayanne;Sekuoia
Rasta Blasta VIP;Drumsound & Bassline Smith 
Do It 4 U;Machinedrum feat. Dawn
I Wish We´dNever Met;Caldera
Noche de Ronda;Century
Rejuvination;Andres Aguirre
In Madrid;Josefin Öhrn + The Liberation
Rainbow Lollipop;Josefin Öhrn + The Liberation
When I Come Home;ZZZ
Creators Of Rain;Keshavara
Stupid;Wrangler
After Hours;Adesse Versions
Bus In These Streets;Thundercat
Cosmic Perspective;MNDSGN
Charlotte;Philip Catherine feat. Charlie Mariano
Comes Indiana Through the Smoke;Okkervil River
The Mountain;Robbing Millions
I need Man;Sam Evian
Swedish guns;Radio DEPT.
My beautiful friend;The Charlatans
Being Unguarded;Tim Burgess & Peter Gordon
Ehna Ehna, Abu Lele;Embryo feat. Charlie Mariano
Molten Familiar;Grumbling Fur
A Scarecrows Heart Is Made Of Straw;Rain Dog feat. Finn Ryder
My Skin Is Like Fire;Andrea Schröder
