Interpret;Titel
Receptor;Magnetism
Strangers (Redpine & Solo Remix);EVM 128
Get Bigger / Do U Love;NxWorries
Silent Light;Nery feat. Margo
In Your Sleep;Kuedo
Have The Guts;Youandewan
Be Good To Me, Poly;Youandewan
Last To Leave;C Duncan
A Kind Of Us (Troy Gunner Remix);Ment
Diana (How You´ve Changed);Hermans
Three Sides Of Nazareth;Nicolas Jaar
Jugend;Karies
Division;Tycho
45;Bon Iver
The Anchor Song;Björk
Else;Mandar
Still Point;B.Traits
Knowledge Of Selfie;Jay Daniel
Vortex;Jimi Tenor
Don´t Fall In;Kate Tempest
Don´t Fall In;Kate Tempest
The Dream;Kate Tempest
On A Screen;Kate Tempest
Northern Lights;Metrik
3000 AD;Purling Hiss
I´ll Be Around;The Growlers
Zipperface;The Pop Group
Big Keith (ok OK Mix);Powell
Salamander;Keshavara
This Is Not About Us;Banks
Grand Delusion;Matt Boroff
Tiefschlaf;Flut
Hits;Totemo
Old Danube;Paternosta
Teer;Yukno
