Interpret;Titel
Widow Speak;When I Tried
Whiney;Beyond Reach
Sub Focus & Rudimental feat. Chronixx & Maverick Sabre ;Trouble
Chip;Good For You
Brix & The Extricated;Moonrise Kingdom
The Americans;The Right Stuff
The War On Drugs;Pain
Man Duo;The Middle
Mike Schommer;Into The Night
CYRK;Reflection
Wolf Alice;Beautifully Unconventional
Kettcar;Sommer ´89
Kafuka;Variance
Kutmah feat. Jonwayne;Accounted For, Then To
Kutmah feat. Akello G Light;Herbal Tea Sessions
Chip feat. Jammer, D Double E, JME, MIraa May & Wiley;Scene
Nosaj Thing;U G
Huxley;Careo
Black Spuma;Orme
LCD Soundsystem;Tonite
Nadine Shah;Holiday Destination
The Fall;Fol De Rol
Gold Class;Thinking Of Strangers
Ghostpoet;Freakshow
Ariel Pink;Feels Like Heaven
Psychedelic Furs;Heaven
Dinner;Un-American Woman
Grizzly Bear;Three Rings
Grizzly Bear;Four Cypresses
Spring;The Prisoner (Eight By Ten)
Grizzly Bear;Glass Hillside
Papir;V.IV
Jen Cloher;Analysis Paralysis
