Interpret;Titel
Odesza;Meridian
Mura Masa;Sole M8s
Vince Staples;Crab In A Bucket
Slowes;(Heartbreak: Again)
Cody Chesnutt;Africa The Future
Bonobo feat. Innov Gnawa;Bambro Koyo Ganda
Bicep;Aura
Of Norway;Parallel Lines Meet At Infinity
Chance The Rapper feat. Knox Fortune;All Night
Color Film;Small Town
Big Thief;Shark Smile
The Sound Of Money;Tiger T. – Death Happens To A Few
Femme;Fire With Fire
Goldie feat. Swindle;Horizons
Deadboy;There´s A Light
Gaika;Elizabeth
Abnormal Sleepz;City Love
Dizzee Rascal;Space
Sgrow;Closing In (Sgrow Remix)
Sgrow;Feel Something
DBFC;In The Car
Art Feynman;Feeling Good About Feeling Good
Kane Strang;Not Quite
Washed Out ;Get Lost
Gunter Gabriel feat. Suzie Kerstgens;2 Fragen
Johnny Cash;Personal Jesus
Gunter Gabriel;Ein Junge Namens Susi
Gunter Gabriel;Man Nannte Ihn Puma
Hannes Wader;Charley
Adolf Noise;Zuviel Zeit?
Rolf Zacher;Wer Einmal Tief Im Keller Sass
Demolition Girl & The Strawberry Boys;Baby Gib Gas
Karlie Apriori;Zu Mir
Gunter Gabriel;Ich Bin Ein Nichts
Carter;Will June You Miis Me When I´m Gone
