Interpret;Titel
Thundercat feat. Wiz Khalifa; Drink Dat
Little Simz feat. SIR    ;One In Rotation + Wide Awake
Devlin feat. Tom Prior    ;Crack Baby
Synkro    ;Everybody Knows
Stormzy    ;Velvet / Jenny Francis Interlude
Mark Barrott    ;Emile
View    ;Ebb n Flow
Thundercat feat. Kendrick Lamar    ;Walk On By
NAO    ;Get To Know Ya (Kaytranada Flip)
Goldie feat. Ulterior Motive    ;I Adore You
Calibre    ;Grow
Jacques Greene    ;Real Time
The Elementary Penguins    ;Wild Fever
Embrace    ;You're Not Alone
Leoniden    ;Storm
Woman    ;Marvelous City
Thundercat    ;Uh Uh
Thundercat    ;A Fan¥s Mail (Tron Song Suite II)
Squarepusher    ;Deep Fried Pizza
Sherwood & Pinch    ;Merry Christmas Mr. Lawrence
Junktion (Shed Mix)    ;Peverelist
Calibre    ;No One Gets You
Venn    ;Legacy Project
Candelilla    ;Ruhig Drauﬂen
The Brian Jonestown Massacre; Acid 2 Me Is No Worse Than War
Thundercat    ;Inferno
Herbie Hancock    ;Bubbles
Bob Jamnes + David Sanborn feat. Al Jarreau; Since I Fell For You
Stanley Clarke    ;School Days
Porter Ray feat. The Palaceer, Shabazz Palaces, Cashtro    ;Sacred Geometry (Constellation Mix)
Moire feat. DRS    ;Bootleg
Phonique    ;The Supreme Artist
Lethal Bizzle feat. Giggs & Flowdan    ;Round Here (Ussy Bassline Remix)
Giant Rooks    ;Bright Lies
Temples    ;Strange Or Be Forgotten
The Rubettes    ;Sugar Baby Love
