Interpret;Titel
Chloé;Solarhys 
DJ Python                                                  ;Esteban 
Chloé;Because It´s There                                    
Cass.                                                           ;Red Atlantic                                              
Pomrad;Cat On The Ridge                                        
John McLaughlin And The 4th Dimension   ;Wonderfall  
Cid Rim                                                      ;Mouches Volantes                                  
Tokimonster feat. Isaiah Rashad, Joey Purp & Ambre  ;No Way                                                       
Synkro;Hand In Hand                                              
Sepalcure;Fight For Us (Prins Thomas Remix)       
The Weather Station                              ;Black Flies                                                 
WPC;Half-Life Of An Autodidact                       
My Sad Captains                                         ;Relive
Grooms                                                        ;Thimble 
Chloé;Party Moonster                                        
Laurel Halo                                                 ;Moontalk
NxWorries;Best One (Remix)                                    
Lee Gamble                                                ;Istian
Mr. Mitch                                                    ;Our Love                                                      
Alex Dimou                                                ;Define
Doc Daneeka feat. Robert Owens           ;Luv Unltd                                                     
Zugezogen Maskulin                          ;Yeezy Christ Superstar                       
King GIzzard & The Lizard Wizard With Mild High Club  ;You Can Be Your Silhouette               
Khruangbin;Balls And Pins                                        
Rob Thomsett                                         ;Nameless Children                                
Millionaire                                               ;Guru´s Feet                                             
BRNS;Pious Platitudes                                      
Helmut;Silence Suits You                                         
Grapell;Arrow 
Grapell ;When The World Ends                            
Four Tet                                                     ;Two Thousand And Seventeen             
Colleen;Summer Night (Bat Song)                       
Juana Molina                                              ;In The Lassa 
