Interpret;Titel
Downtown Boys;Somos Chulas (No Somos Pendejas)
Pixies;Isla De Encanta
Lunsentrio;Pressefest
Howie B;Butt Meat
Maya Jane Coles;Weak
DJ Harrison;Piano Jazz
Bullion;Don´t Talk
Bullion;You Still Believe In Dee
Bullion;Spin2Glory
Shadow Child ;Do You (BOT Remix)
The Manana People;God Only Knows
Peaking LIghts;Dreaming Outside
Grizzly Bear;Neighbors
Herb Alpert;Michelle
Warm Brew feat. Dom Kennedy;Full Effect
Nx Worries;Get Bigger
The Steoples;From The Otherside
Electric Wire Hustle;Golden Ladder
Washed Out;Don't Give Up
Anna Lann;Moist
Kiwi;Rabbit Hole
Wand;Plum
Cory Hanson;Replica
Quilt;Passersby
Blackberries;Kasbah
Tyler, The Creator feat. Kali Uchis;See You Again
Bullion;I Just Wasn't Made For These Times
Foster The People;Loyal Like Sid And Nancy
Dizzee Rascal;Focus
Alibi & Disaszt;I Got You
Dizzee Rascal;Slow Your Roll
Lena Platonos;Lego (Lena Willikens Remix)
Mønic;Deep Summer (Burial Remix)
Mura Masa feat. Damon Albarn;Blu
Cornelius;Sometime/Some Place
Swedish Death Candy;Oh My
Lana del Rey feat. The Weeknd;Lust For Life
