Interpret;Titel
Japanese Breakfast ;Diving Woman
Art Feynman;Feeling Good About Feeling Good
Vetiver;Stranger Still
The Sound Of Money;I Had 1680 Wives
DJ Harrison;Rollskate
Mura Masa feat. NAO;Firefly
Murlo feat. Gemma Dunleavy;I Need
Deadboy;Lo Heat
Deadboy;Rain
Nu:Logic;Somewhere Between The Light
Netsky feat. Macklemore & Digital Farm Animals;Rio
Washed Out;Hard To Say Goodbye
The BPA feat. Dizzee Rascal & David Byrne;Toe Jam
Ray BLK;Doing Me
Baio;Shame In My Name
Flamingods;Bhima
INHEAVEN;Vultures
Idles;Heel/Heal
Mr. Little Jeans;Stitches
Dinner;The World
Dinner;Turn Me On
Of Norway;Parallel Lines Meet At Infinity
Chicken Lips ;He Not In (Straight Down La Brea Remix)
Letherette;Give My Love
Curtis Harding;On And On
Bunny;Face Your Own
Katzenköter;Der Mond Ist Aufgegangen
Swan Bride;Fear Of The Touch
Cymbals;Decay 
Mark Barrott;The Pathwys Of Our Lives 
Art Feynman;Hot Night Jeremiah
Ekoplekz;Consequences
Shabazz Palaces;Sabonim In The Saab On ´Em
Shabazz Palaces;Shine A Light
Saga & Thelonius Martin;Misunderstood
Desmond Denker;Auf Der Hut
Claude Speeed;Ambient Rave
