Interpret;Titel
Scott Gilmore;Subtle Vertigo
Pond;Edge Of The World Pt. 2
Major Lazer feat. J. Balvin & Sean Paul;Buscando Huellas
Coldcut X On-U Sound feat. Hamsika Iyer;Kajra Mohobbat Wala
Matt Flores;Virgo & Taurus
The Seshen;Distant Heart (Wrongtom Remix)
The Wooden Sky;Life Is Pain, Pain Is Beauty
Washed Out;Get Lost
Jimpster;Silent Stars
Dauwd;Leitmotiv
Fijiya & Miyagi;Outstripping (The Speed Of Light)
Dua Lipa;Dreams
Manila Ice feat. Teenage Granny;Can't Run From Pain
Lyeform;Things Betwixt
Deadboy;It Did Not Feel Right
Deadboy;Rain
Mr. Mitch;Our Love
DRS, LSB;Angels Fall
Nucleus & Paradox;Wrath, Pt.1 (Mako's Breakout Remix)
Hugh Hardie feat. Maverick Soul;Camera Obscura
Wandl;Blowin Smoke
Feiertag;Uncanny Valley
Devonwho;Alphaloop
Tora;Drop
Rodriguez Jr.;Tale A Walk
Danny Scrilla;Ancient Musical Box
Beggars Opera;Memory
Alt-J;3WW
Fleetwood Mac;Albatross
Cigarettes After Sex;K
Cigarettes After Sex;Sunsetz
Wildes;Bare
Arve Henriksen;Groundswell
Frijid Pink;House Of The Rising Sun
Alt-J;House Of The Rising Sun
Arcade Fire;Everything Now
Current Swell;Marsha
Geier Sturzflug;Pure Lust Am Leben
