Interpret;Titel
Siler & Dima feat. Paul Cut;Memoory
Ballistic Brothers;Blacker
Eneeks;Good Feeling
Run The Jewels feat. Joi Gilliam;Down
Calibre;Groove Seeker
Loyle Carner;Mean It In The Morning
Brokeback;Spanish Venus
Cancer;Tears
Otzeki;Already Dead
Massive Attack;Teardrop
David Bowie & Massive Attack;Nature Boy
Flaco feat. Submorphics;Inferno 
Calibre;Sand Promise
Muffler;Blocks
Erosion Flow;Syvv
Otik;Deep Red
The Flaming Lips;There Should Be Unicorns
TAU;Espiral
Moon Duo;Cold Fear
Avec Le Soleil Sortant De Sa Bouche;Road Painting III
Sohn;Rennen
Supergod;Egor
Nightmares On Wax feat. Acid Mondays;Dirty Triumphant
Anonstop;Seaside (Tough Talk Rmx by Thee Loving Hand)
Matthew Dear;Wrong With Us
Tim Darcy;Tall Glass Of Water
Feel Freeze;Give Me Your Heart
Lowly;Cyrus Skies
Boxwork;Honest Loose
Gil Scott-Heron And Jamie xx;My Cloud
TAU;I See You
Black Oak;The Grain
Brian Eno;Reflection
