Interpret;Titel
Herb LF;Where Are The Young Men?
Pines feat. Waterpark;Tell Me
Giraffage feat. Japanese Breakfast ;Maybes
Sierra Noble;What Planet
Barr Brothers;It Came To Me
Naaz;Words
Bruce Springsteen;Dancing In The Dark
The War On Drugs;In Chains
Lil Peep;The Brightside
Wicca Phase Springs Eternal & Horse Head;Just So You Know
Fishbach;Night Bird
Client Liaison;Off White Limousine
The Horrors;Machin
Zen;Zal 
Belau feat. Szécsi Böbe;You And I
Ina Müller;Brittpop
Liam Gallagher;Wall Of Glass
Superorganism ;Something For Your M.I.N.D
Yellow Days;A Little While
Trettmann;Geh Ran
Lou Reed;Walk On The Wild Side
J. Bernardt;The Question
Aynley Dunbar Retaliation;Watch 'n' Chain
Otzeki;All This Time
Torres;Three Futures
Fenne Lily;What´s Good
Ätna;Blossom
Sham;Concrete
Submerse;Needs More Z's
Pomrad;Rush Hour
Siinai;Anthem 2
Laura Carbone ;Cellophane Skin
