Interpret;Titel
Siinai;Temppeli
Om Unit feat. Shafiq Rider;Nothing
Om Unit feat. DRS                                      ;Make Believe                              
Special Request;Change
Anja Schneider feat. Martin Klingenberg;WMF
Kwake Bass;The Lean House Step
Kiasmos;Blurred (Bonobo Remix)
Liima;1982
Dead Rider;Ramble on rose
Rukhsana Merrise feat. Ghetts ;Talk About It
Whitney;Golden Days (Demo)
Lunsentrio;Im Goldenen Hahn  (Bumm Bumm Bumm..)
Lunsentrio;Aufruf
Kwake Bass;Swali Planet Vision
Ty Dolla Sign  feat. Future & Swae Lee;Don't Judge Me
Tokimonsta;Rouge
Baths;Out
D33J;Black Ice
Chloe;The Ultimate High
Lindstrøm feat. Jenny Hval;Bungl (Like A Ghost)
Wofgang Haffner;Paso Doble
Grandbrothers;White Nights
Lean Year;Come And See
Girls In Hawai;This Light
Fever Ray;IDK About You
John Maus;Pets
John Maus;The People Are Missing
Trupa Trupa;Leave It All
Tracy Bryant;A Crowded Room
Suzan Köcher;Too Young
Julien Baker;Appointments
Grapell;Torture By Recalling
The Travelling Band;Moments Like Switches
Cid Rim;Serra Serra
Doc Daneeka feat. Robert Owens;Another Time Pt. II
