Interpret;Titel
Alex Preston                                    ;My Love Is Free                                             
Machine Woman                                    ;Camile From OHM Makes Me Feel Loved   
War Girl                                                      ;Little Girl                                                   
Malihini                                                      ;Drums Rock N Roll                                    
Warm Digits;Two To Four Degrees                               
The Emperor Machine                               ;U.M.O                                                          
Bryte x Gafacci                                            ;I Like Your Girlfriend (Bawrut Remix)    
The Steoples                                                ;Roles
Card On Spokes                                        ;Layers
Nu:Logic feat. The Nextmen                    ;Our Nights                                                   
Angelo De Augustine                                  ;Crazy, Stoned, And Gone                           
Girl Ray                                                       ;Don´t Go Back At Ten                              
Bunny ;Face Your Own                                          
Basement Revolver                                   ;Bread & Wine                                             
Dinner  ;Un-American Woman                               
Bugzy Malone                                             ;King Of The North                                      
Dizzee Rascal                                               ;Focus
dBridge& Kabuki feat. Cooly G & Kid Drama    ;Tune In                                                           
Skeptical & Alix Perez                                  ;Taurus
Mindmapper  ;Suppressor (Need For Mirrors Remix)       
Need For Mirrors                                           ;Virage 
Tyler, The CReator feat. Rex Orange County    ;Foreword  
Vic Mensa                                                        ;Memories On 47th St.                                  
WEN;Blips                                                                
Bogus Order                                                 ;Bullnose Step                                               
Hope;Kingdom
INHEAVEN ;Vultures
Gold Class                                                      ;Twist In The Dark                                         
Arcade Fire                                                    ;Electric Blue                                                  
Man Duo                                                       ;What If It Falls                                              
Zwani Jonson                                                ;Disco Blue                                                      
Arcade Fire                                                     ;Chemistry 
Bullion ;Speed 
Katie Von Schleicher                                     ;Soon                                     
Katie Von Schleicher                                     ;Midsummer
Belle And Sebastian                        ;We Were Beautiful
