Interpret;Titel
Maxmillion Dunbar;Woo Daps (Edit)
Otik;Deep Red
Tkay Maidza;Always Been
Dannii Minogue;Otik feat. Grim Sickers
Shackleton & Vengeance Tenfold;Dive Into The Grave
Pond;Sweep Me Off My Feet
Lerosa;Maryelen
Visible Cloaks;Screen
Austra;We Were Alive
Sankt Otten feat. Jaki Liebezeit;Das Grosse Weinen Ist Vorbei
Philipp Poisel;Zum Ersten Mal Nintendo
Avec Le Soleil Sortant De Sa Bouche  ;Tourner Incessamment Dans L´Eclatement
Francois & The Atlas Mountains;Grand Dereglement
Ben Hauke;Thames Down
Torben Unit;Kristina
Gerry Franke;Linum
IMYRMIND;Obscuro Notturno
Charlie Cunningham;Breather
Dakota;Icon
Les Marquises;The Passing
Geotic;Actually Smiling
Christian Jay;Contrail
Moscoman;Dalmar Arbon In The Club
Rose Elinor Dougall;Stellular
Cairobi;Ghost
Methyl Ethel;Ubu
Mr. G;Navigate
Fufanu;Sports
Brandon Can´t Dance;Pop Queen Of The Teen Scene
Can;Vitamin C
Portishead;The Rip
Duke Garwood;Sonny Boogie
Julie´s Haircut;Cycles
Tau;I See You
