Interpret;Titel
Kamasi Washington;Integrity
Gerry Franke;Jackson Disco
Morris Mobley;First Class Hangin'
DJ Khaleb;Mostra
T.R.A.C. feat. Random Movement & A.Richards  ;The Step Tune
Low End Activist feat. Trim;Park End
King Krule;Half Man Half Shark
Grooms;The Directory
Sieren feat. Synkro;Lost You
Sgrow;Kismet
DJ Boring;Want U So
Blondes ;Trust
Liam Gallagher;Wall Of Glass
Liam Gallagher;You Better Run
Barr Brothers;It Came To Me
Liam Gallagher;Greedy Soul
Helsinki feat. Peter Doherty;Choices
Grapell;Heartbreaker
Liam Gallagher;Bold
Phoebe Bridgers;Scott Street
Liam Gallagher;Universal Gleam
Blur;Tender
Barr Brothers;You Would Have To Lose Your Mind
Kelela;Better
Lil Uzi Vert;Sauce It Up
Yung Lean;Red Bottom Sky
Kraftwerk;Autobahn
Kraftwerk;Die Roboter
Axel Knapp / Detlev Michelers/ Werner Sünkenberg;Die Arbeit Ist Erledigt
Kraftwerk;Computerwelt
Rheingold;Fanfanfanatisch
Kraftwerk;Showroom Dummies
Propaganda;Dr. Mabuse
