Interpret;Titel
Moon Duo ; The Death Set 
Tycho ;Glider
Sinkane ;The Way
Sun And The Wolf ; Precipice
Thievery Corporation;The Temple Of I & I 
Lusine  ; Lucky
Bengha Nezinja  ; Dominowe feat. Chaotic Boiz  
Harry Judda  ; Drunky
Amberoom;Hover (Beatless Guitar Version)  
The Saxophones;New Tradition 
Malaky;Get Down
Larigold ; Whisper Crisper  
Trust Image;Doing You Wrong 
Nathan Fake feat. Raphaelle;RVK
Azekel;New Romance (Om Unit Remix)  
Sampha;Plastic 100° C
Sampha ;Kora Sings 
Pick A Piper  ; Geographically Opposed 
Sinkane  ; Theme From Life & Livin'It
King Gizzard & The Lizard Wizard;Sleep Drifter
The Brian Jonestown Massacre  ; Melodys Actual Echo Chamber
Etch Unsung ;Hero Of Irrelevance 
Sinkane  ;Favorite Song
William Onyeabor ; Good Name
Summer Moon;With You Tonight
Cherry Glazerr ; Nurse Ratched  
Sir Was;In The Midst
Parcels ; Allaround
Thundercat  ;Show You The Way 
Mac DeMarco ; My Old Man 
Ty Segall ; Take Care (To Comb Your Hair)  
Phantom ; Dance 
