Interpret;Titel
Foreign Beggars ft.  Marcello Spooks & Bangzy;Bosh
Ebow;1000 Elefanten
Jonas David;Stay For
Maestro;Harmony
Satin Jackets;Mirage
Max Cooper;Resynthesis
Skream;Minor Smooth
Gerry Read;Third Date (4thSex Remix)
Parquet Courts;You've Got Me Wonderin Now
Omni;Southbound Station
Gingerlys;Elsewhere
Zed Bias feat. Eva Lazarus;Restless
Calibre feat. DRS;Broken Wings
Death Hawks;Hey Ya Sun Ra
Gingerlys;Turtledove
Islaja                                                           ;Sadetta
Blackdown;Halcyon Skies 
Pinch;Qawwali
Tarantula;Thoughts For Anne
Lambert;Signals
Elliott Smith;Color Bars
Joe Goddard;Ordinary Madness (Toddla T Remix)
Dodi Palese;Elephant
Applescal;Morpheus 
Marcus Marr                                     ;High Times
What So Not feat. Daniel Johns;Be Ok Again
BP Fallon & David Holmes;Henry McCullough                           
Noel Gallagher's High Flying Birds;She Told Me How To Fly
Robert Finlay;Get It While You Can
Creedence Clearwater Revival;Suzie Q
Alien Stadium;This One's For The Humans
Someday Jacob;Your Medicine        
N-qia;Light
Superpitcher;Let's Play Doctor                         
Superpitcher;Bluesin
