Interpret;Titel
William Florelle;Next Time I´ll Learn (Mad Villains Remix)
Calibre;Give It Up
Mark Barrott;Schopenhauer´s Garden
Teengirl Fantasy;Star-Rise
Candelilla;Ruhig Draußen
Amon Düül II;Deutsch Nepal
VENN;Esalen 64
Vanishing Twin;Vanishing Twin Syndrome
Shelter;Senhor Zalla
Ed Sheeran feat. Stormzy;Shape Of You (Stormzy Remix)
Lusine feat. Vilja Larjosto;Just A Cloud
Sookee;Queere Tiere
Oddisee;Built By Pictures
Future;Mask Off
Shadow Band;Illuminate
Mr. Joseph feat. Kate White;Last Train Home
Future;Testify
Stormzy;First Things First
Stormzy feat. Crazy Titch;Crazy Titch Interlude
Stormzy;Velvet
Lusine feat. Benoit Pioulard;Witness
Jimpster feat. Florence Rawlings;Crave
Francois & The Atlas Mountains;Rentes Ecloses
Allison Crutchfield;Charlie
Thomas Dybdahl;Paradise Lost
Farbror Resande Mac;Mist
Shed;Turn 2 Turn
Blue Fields feat. Danuel Tate;I Felt That It Was True
Francois & The Atlas Mountains;Tendre Est L´Ame
Francois & The Atlas Mountains;Bete Morcelee
Methyl Ethel;Schlager
Dave Graney  ´N´ The Coral Snbakes;Night Of The Wolverine I
My Baby;Electrified
Woman;Marvelous City
Temples;Born In The Sunset
