Interpret;Titel
Doc Daneeka                                  ;Save Me
Greyhouse     ;New Beats In The House              
Foreign Beggars & Monster Florence  ;Ginger Tea                                      
Bullion                                               ;Muy Quimeda                                                     
Bullion                                               ;Long Promised                                 
Lyeform                                           ;Bright Night
1991;Violet Horizons                              
Sam Binga & Danny Scrilla            ;Frolic In Brine                                 
Chip feat. 67        ;Honestly  
Shadow Child                                 ;UM (MJ Cole Remix)                     
Golden Retriever                            ;A Kind Of Leaving                          
Tiefschwarz & Ruede Hagelstein  ;Onaip                                              
This Is The Kit                                ;Bullet Proof                                    
Terje Rypdal                                   ;Örnen
Bakongo                               ;Bout It
Sudan Archives                              ;Paid
Sudan Archives                              ;Come Meh Way                             
Tom Misch                                      ;South Of The River                        
Don Sugarcane Harris                  ;Song For My Father                      
Mura Masa feat. Bonzai              ;What If I Go                                    
Bullion                                             ;Blue Pedro
Waxahatchee                                  ;Silver
Brix & The Extricated                    ;Something To Lose                        
Queens Of The Stoneage             ;The Way You Used To Do             
Suzan Köcher                                  ;Harley Davidson                             
Eli Brown                                          ;Hocus Pocus                                     
Deniz Kurtel                                    ;The Fifth House (Trevino Remix)  
Dusky   ;Cold Heart
Flaunt;You Know How I Am                     
Anna Lann                                       ;Moist
Lapalux;Running To Evaporate             
Cropper                  ;Sunlight        
Bering Strait                                   ;Road
BardSpec                                         ;Bone
Avey Tare                                        ;Ms. Secret                                
Art Feynman                                    ;I Rain You Thunder   
