Interpret;Titel
Trevino;Warmer
Marcus Intalex & St. Files;Universe
MISTICAL;Groove Me
Hugh Hardie;Closeness
Synkro;Look At Yourself (Djrum Remix)
Actraiser;Citylights
Murlo feat. Gemma Dunleavy;I Need
Hugh Hardie;Distance
Surreal;Going Disco
Girlhood;Together
Basement Revolver ;Johnny Pt. 2
Juana Molina;Los Pies Helados
Malka Spigel;Finding You
Rodriguez Jr. ;Baobab
Tim Engelhardt;Solitude
Rob Thomsett ;Nameless Children
(Sandy) Alex G;County
Tora;Amsterdam
Kutmah feat. Gonjasufi;Bury Me By The River
Alt-J;3WW
Manas;Matt Flores
Lil Yachty feat. Evander Griiim ;X Men
Iknika feat. Sweyn J & Jessy Lanza;Hazefield
Helmut;Silence Suits You
Margari´s Kid;Init 1
Danny Scrilla;Night Sweats
Need For Mirrors;Avairy
Kolectiv;Tension
Shanti Celeste;Make Time
Helmut;Our Walls
Caspian Sea Monster;Basement
Beach Fossils;Down The Line
