Interpret;Titel
Nuage                                                              ;Secret Jungle                                            
Pearson Sound                                              ;Robin Chasing Butterfly                          
Lost Midas                                                      ;Calipatria (Te’Amir Remix)                     
Body-San                                                   ;Pacific Reasons                                         
Dice/Edward´s Bat                                    ;Glassmasterer                                            
Feiertag ;Uncanny Valley                                         
Little Cub                                                    ;Breathing Space                                        
Wookie                                                          ;Battle                                                           
Jynx                                                                 ;Sandstorm                                                  
Gorillaz feat. Vince Staples                      ;Ascension                                                    
Addiction & Villem                                    ;Someone Somebody                                 
The Green Man feat. Kingz                      ;The Moment Is Now                                 
Zulu Zulu                                                     ;Bamboo Position                                       
Arto Lindsay                                                 ;Ilha Dos Prazeres                                        
Nite Jewel                                                    ;2 Good 2 Be True                                       
Autarkic                                                        ;Bongos & Tambourines                             
Kasabian                                                      ;Are You Looking For Action?                    
Tom Vek                                                        ;Sherman (Animals In The Jungle)
Karen Koltrane                                              ;Sogndalsfjøra 
Slowdive;Star Roving                                                     
Gorillaz feat. Noel Gallagher & Jehnny Beth  ;We Got The Power                                         
Citizen & Jamie Roy                                        ;ADE
Sylvan Esso                                                       ;Just Dance                                                        
Count Vaseline                                                ;Russia
Cocksparrer;One By One                                                      
The Courtneys                                                   ;Country Song                                                     
Marius Circus                                                     ;Veggepysj (Prins Thomas Remix)                   
Roosevelt;Sea (Young Marco Remix)                                
Mac DeMarco                                                    ;Moonlight On The River                                   
Laurel Halo                                                          ;Jelly
Odesza                                                                   ;Late Night                                                             
Batsch                                                                     ;Did You Hear About Argine?
Feist;Get Not High, Get Not Low                                 
Sophia Kennedy                                                     ;A Bug On A Rug In A Building                             
